time, Acceleration x, Acceleration y, acceleration z, distance
12858,-0.13,-0.62,9.41,27.56
12873,-0.14,-0.61,9.43,27.44
12890,-0.14,-0.65,9.44,27.56
12908,-0.13,-0.63,9.43,27.46
12923,-0.12,-0.65,9.46,27.46
12941,-0.14,-0.62,9.44,27.56
12958,-0.13,-0.65,9.43,27.46
12974,-0.13,-0.63,9.45,27.46
12991,-0.15,-0.64,9.45,27.46
13008,-0.15,-0.62,9.44,27.46
13024,-0.14,-0.61,9.45,27.56
13041,-0.15,-0.64,9.43,27.46
13059,-0.14,-0.63,9.43,27.44
13074,-0.13,-0.64,9.44,27.56
13091,-0.13,-0.62,9.44,27.46
13109,-0.15,-0.63,9.43,27.53
13124,-0.15,-0.64,9.44,27.55
13142,-0.13,-0.63,9.42,27.46
13159,-0.13,-0.61,9.43,27.56
13175,-0.16,-0.63,9.44,27.56
13192,-0.14,-0.65,9.43,27.44
13209,-0.16,-0.63,9.41,27.56
13225,-0.13,-0.64,9.42,27.51
13242,-0.14,-0.63,9.45,27.46
13260,-0.14,-0.64,9.43,27.55
13276,-0.14,-0.64,9.44,27.46
13292,-0.14,-0.65,9.42,27.56
13310,-0.15,-0.62,9.44,27.55
13326,-0.13,-0.64,9.46,27.44
13343,-0.14,-0.64,9.45,27.56
13361,-0.15,-0.63,9.41,27.46
13376,-0.14,-0.66,9.45,27.46
13393,-0.14,-0.61,9.47,27.46
13411,-0.14,-0.62,9.44,27.44
13426,-0.15,-0.63,9.44,27.56
13444,-0.15,-0.63,9.42,27.46
13461,-0.13,-0.61,9.42,27.44
13476,-0.14,-0.64,9.43,27.56
13494,-0.14,-0.62,9.44,27.46
13511,-0.14,-0.60,9.40,27.56
13528,-0.13,-0.62,9.43,27.56
13544,-0.16,-0.62,9.43,27.46
13561,-0.13,-0.63,9.42,27.56
13578,-0.14,-0.62,9.44,27.56
13594,-0.13,-0.64,9.44,27.46
13612,-0.13,-0.63,9.40,27.56
13628,-0.14,-0.66,9.40,27.44
13644,-0.15,-0.61,9.44,27.48
13662,-0.14,-0.63,9.44,27.56
13678,-0.12,-0.60,9.46,27.46
13694,-0.15,-0.64,9.45,27.55
13713,-0.16,-0.62,9.41,27.44
13728,-0.12,-0.60,9.43,27.46
13746,-0.15,-0.63,9.44,27.56
13763,-0.14,-0.63,9.43,27.44
13778,-0.15,-0.63,9.43,27.46
13796,-0.14,-0.64,9.43,27.55
13813,-0.15,-0.63,9.39,27.46
13829,-0.16,-0.64,9.41,27.46
13846,-0.15,-0.63,9.45,27.46
13863,-0.13,-0.62,9.43,27.46
13879,-0.15,-0.61,9.42,27.56
13896,-0.14,-0.65,9.44,27.46
13914,-0.15,-0.63,9.44,27.46
13929,-0.14,-0.63,9.44,27.56
13946,-0.13,-0.64,9.45,27.46
13964,-0.15,-0.63,9.44,27.56
13980,-0.13,-0.61,9.43,27.56
13997,-0.14,-0.65,9.43,27.44
14014,-0.15,-0.64,9.40,27.56
14030,-0.12,-0.64,9.46,27.46
14047,-0.14,-0.62,9.42,27.56
14065,-0.14,-0.65,9.43,27.56
14081,-0.14,-0.62,9.43,27.44
14097,-0.15,-0.64,9.39,27.55
14115,-0.17,-0.62,9.40,27.56
14131,-0.13,-0.64,9.44,27.46
14147,-0.14,-0.62,9.42,27.56
14166,-0.15,-0.62,9.40,27.46
14181,-0.14,-0.61,9.46,27.46
14198,-0.15,-0.63,9.45,27.56
14216,-0.14,-0.63,9.43,27.46
14231,-0.15,-0.64,9.46,27.46
14248,-0.14,-0.64,9.42,27.46
14266,-0.14,-0.62,9.44,27.46
14281,-0.15,-0.64,9.43,27.56
14299,-0.14,-0.65,9.43,27.46
14316,-0.15,-0.63,9.42,27.46
14331,-0.13,-0.63,9.47,27.56
14349,-0.14,-0.62,9.44,27.46
14366,-0.14,-0.64,9.42,27.56
14382,-0.14,-0.62,9.46,27.55
14399,-0.14,-0.64,9.46,27.46
14416,-0.12,-0.63,9.39,27.56
14433,-0.14,-0.62,9.46,27.46
14449,-0.12,-0.63,9.44,27.56
14468,-0.15,-0.62,9.47,27.56
14483,-0.14,-0.65,9.45,27.46
14499,-0.15,-0.65,9.43,27.56
14518,-0.14,-0.64,9.42,27.46
14533,-0.15,-0.65,9.42,27.46
14551,-0.14,-0.63,9.47,27.56
14568,-0.14,-0.61,9.40,27.46
14583,-0.14,-0.63,9.44,27.46
14601,-0.13,-0.62,9.45,27.53
14618,-0.14,-0.62,9.43,27.46
14633,-0.18,-0.63,9.44,27.44
14651,-0.13,-0.60,9.42,27.46
14668,-0.14,-0.64,9.45,27.46
14684,-0.15,-0.64,9.44,27.56
14701,-0.13,-0.63,9.45,27.46
14718,-0.14,-0.64,9.42,27.56
14734,-0.12,-0.60,9.45,27.56
14751,-0.13,-0.63,9.44,27.46
14769,-0.15,-0.62,9.39,27.56
14785,-0.15,-0.62,9.46,27.56
14801,-0.14,-0.64,9.45,27.46
14819,-0.14,-0.64,9.45,27.56
14835,-0.13,-0.64,9.45,27.46
14852,-0.13,-0.62,9.46,27.56
14870,-0.14,-0.63,9.43,27.56
14885,-0.14,-0.64,9.44,27.46
14902,-0.13,-0.63,9.44,27.56
14920,-0.14,-0.63,9.45,27.46
14936,-0.14,-0.65,9.43,27.46
14952,-0.15,-0.64,9.45,27.56
14970,-0.13,-0.64,9.43,27.46
14986,-0.15,-0.64,9.42,27.46
15003,-0.13,-0.62,9.45,27.56
15021,-0.14,-0.63,9.39,27.46
15036,-0.15,-0.61,9.43,27.46
15053,-0.15,-0.65,9.43,27.46
15071,-0.15,-0.62,9.43,27.46
15086,-0.13,-0.61,9.47,27.56
15104,-0.15,-0.63,9.45,27.44
15121,-0.16,-0.60,9.39,27.46
15136,-0.13,-0.65,9.42,27.56
15154,-0.15,-0.62,9.41,27.46
15171,-0.14,-0.63,9.42,27.56
15187,-0.15,-0.62,9.44,27.56
15204,-0.15,-0.62,9.43,27.46
15221,-0.14,-0.65,9.44,27.56
15238,-0.13,-0.61,9.45,27.56
15254,-0.14,-0.64,9.42,27.49
15271,-0.14,-0.66,9.43,27.56
15288,-0.14,-0.64,9.46,27.46
15304,-0.13,-0.67,9.45,27.56
15323,-0.14,-0.63,9.46,27.56
15338,-0.14,-0.63,9.43,27.46
15354,-0.16,-0.66,9.44,27.56
15373,-0.14,-0.65,9.43,27.46
15388,-0.15,-0.62,9.43,27.46
15406,-0.14,-0.63,9.44,27.49
15423,-0.13,-0.63,9.43,27.46
15438,-0.15,-0.65,9.43,27.56
15456,-0.15,-0.62,9.45,27.46
15473,-0.14,-0.62,9.44,27.46
15489,-0.14,-0.64,9.44,27.56
15506,-0.14,-0.62,9.45,27.46
15523,-0.13,-0.60,9.41,27.55
15539,-0.14,-0.63,9.47,27.56
15556,-0.15,-0.62,9.45,27.44
15574,-0.13,-0.66,9.41,27.56
15590,-0.16,-0.65,9.46,27.56
15606,-0.13,-0.61,9.43,27.46
15624,-0.13,-0.61,9.44,27.56
15640,-0.13,-0.64,9.44,27.46
15656,-0.15,-0.65,9.44,27.56
15675,-0.15,-0.63,9.44,27.56
15690,-0.13,-0.64,9.45,27.46
15707,-0.14,-0.62,9.42,27.56
15725,-0.14,-0.63,9.41,27.46
15740,-0.14,-0.62,9.43,27.44
15757,-0.15,-0.64,9.47,27.56
15775,-0.15,-0.63,9.42,27.46
15791,-0.14,-0.62,9.46,27.46
15808,-0.12,-0.62,9.44,27.56
15825,-0.14,-0.62,9.42,27.46
15841,-0.14,-0.63,9.43,27.46
15858,-0.15,-0.64,9.42,27.46
15876,-0.14,-0.64,9.44,27.46
15891,-0.17,-0.65,9.43,27.56
15908,-0.15,-0.64,9.45,27.46
15926,-0.14,-0.64,9.41,27.46
15941,-0.14,-0.63,9.45,27.56
15959,-0.14,-0.63,9.41,27.46
15976,-0.13,-0.62,9.44,27.56
15992,-0.13,-0.64,9.45,27.56
16009,-0.14,-0.61,9.43,27.46
16026,-0.13,-0.63,9.42,27.56
16043,-0.13,-0.66,9.43,27.44
16059,-0.17,-0.62,9.45,27.56
16077,-0.12,-0.65,9.42,27.56
16093,-0.13,-0.62,9.45,27.46
16109,-0.15,-0.62,9.44,27.56
16128,-0.13,-0.65,9.43,27.44
16143,-0.14,-0.65,9.43,27.46
16160,-0.15,-0.63,9.48,27.56
16178,-0.16,-0.61,9.43,27.44
16193,-0.13,-0.64,9.43,27.46
16210,-0.15,-0.63,9.43,27.46
16228,-0.14,-0.64,9.41,27.46
16243,-0.15,-0.63,9.43,27.44
16261,-0.15,-0.64,9.43,27.46
16278,-0.16,-0.63,9.43,27.46
16293,-0.13,-0.60,9.44,27.56
16311,-0.15,-0.63,9.45,27.44
16328,-0.15,-0.62,9.43,27.56
16344,-0.16,-0.62,9.43,27.56
16361,-0.14,-0.62,9.43,27.46
16378,-0.13,-0.64,9.43,27.56
16395,-0.14,-0.63,9.42,27.56
16411,-0.15,-0.65,9.46,27.46
16429,-0.14,-0.63,9.43,27.56
16445,-0.14,-0.62,9.43,27.46
16461,-0.16,-0.63,9.44,27.56
16480,-0.14,-0.65,9.42,27.56
16495,-0.14,-0.61,9.44,27.46
16512,-0.15,-0.64,9.44,27.56
16530,-0.14,-0.64,9.41,27.46
16545,-0.13,-0.63,9.45,27.46
16563,-0.15,-0.62,9.43,27.56
16580,-0.16,-0.63,9.44,27.46
16595,-0.14,-0.61,9.43,27.46
16613,-0.13,-0.64,9.48,27.44
16630,-0.15,-0.63,9.44,27.46
16646,-0.14,-0.65,9.43,27.44
16663,-0.14,-0.63,9.40,27.46
16680,-0.15,-0.62,9.43,27.46
16696,-0.13,-0.61,9.46,27.56
16713,-0.13,-0.62,9.44,27.46
16731,-0.14,-0.61,9.43,27.46
16746,-0.15,-0.63,9.44,27.56
16763,-0.15,-0.64,9.43,27.44
16781,-0.15,-0.63,9.40,27.56
16797,-0.15,-0.63,9.44,27.56
16814,-0.16,-0.63,9.44,27.46
16832,-0.14,-0.62,9.42,27.56
16847,-0.16,-0.63,9.45,27.46
16864,-0.13,-0.64,9.43,27.56
16882,-0.13,-0.65,9.39,27.56
16898,-0.12,-0.64,9.45,27.46
16914,-0.15,-0.64,9.43,27.55
16932,-0.14,-0.65,9.42,27.46
16948,-0.16,-0.63,9.44,27.46
16965,-0.12,-0.61,9.46,27.55
16983,-0.15,-0.61,9.41,27.44
16998,-0.15,-0.63,9.43,27.44
17015,-0.15,-0.66,9.46,27.46
17033,-0.14,-0.63,9.43,27.44
17048,-0.14,-0.64,9.42,27.44
17065,-0.15,-0.64,9.44,27.44
17083,-0.14,-0.65,9.39,27.46
17098,-0.14,-0.62,9.45,27.55
17116,-0.14,-0.65,9.45,27.46
17133,-0.13,-0.61,9.44,27.46
17148,-0.13,-0.63,9.42,27.55
17166,-0.14,-0.66,9.42,27.44
17183,-0.15,-0.61,9.41,27.56
17200,-0.14,-0.63,9.45,27.56
17216,-0.15,-0.62,9.45,27.46
17233,-0.14,-0.63,9.43,27.56
17250,-0.14,-0.63,9.42,27.46
17266,-0.14,-0.64,9.43,27.56
17285,-0.14,-0.62,9.42,27.56
17300,-0.15,-0.62,9.44,27.46
17316,-0.13,-0.64,9.44,27.56
17335,-0.16,-0.63,9.43,27.44
17350,-0.12,-0.64,9.44,27.46
17368,-0.15,-0.61,9.42,27.55
17385,-0.15,-0.63,9.41,27.44
17400,-0.14,-0.62,9.46,27.44
17418,-0.15,-0.62,9.43,27.46
17435,-0.14,-0.64,9.42,27.46
17451,-0.15,-0.64,9.42,27.55
17468,-0.14,-0.65,9.43,27.46
17485,-0.15,-0.62,9.40,27.46
17501,-0.14,-0.65,9.43,27.56
17518,-0.13,-0.63,9.43,27.44
17536,-0.14,-0.65,9.41,27.55
17551,-0.15,-0.64,9.41,27.56
17568,-0.16,-0.65,9.43,27.46
17586,-0.14,-0.65,9.39,27.56
17602,-0.13,-0.62,9.46,27.56
17618,-0.14,-0.63,9.42,27.46
17636,-0.14,-0.64,9.42,27.56
17652,-0.16,-0.64,9.42,27.44
17669,-0.16,-0.63,9.42,27.56
17687,-0.14,-0.62,9.43,27.56
17702,-0.14,-0.63,9.45,27.46
17719,-0.15,-0.63,9.44,27.56
17737,-0.14,-0.63,9.44,27.46
17753,-0.13,-0.61,9.46,27.44
17770,-0.13,-0.64,9.43,27.56
17787,-0.14,-0.66,9.44,27.44
17803,-0.15,-0.65,9.45,27.44
17820,-0.14,-0.64,9.46,27.46
17838,-0.15,-0.62,9.42,27.46
17853,-0.15,-0.63,9.44,27.55
17870,-0.13,-0.66,9.41,27.46
17888,-0.14,-0.64,9.43,27.44
17903,-0.15,-0.63,9.44,27.56
17921,-0.14,-0.62,9.46,27.44
17938,-0.14,-0.63,9.43,27.46
17953,-0.15,-0.63,9.43,27.56
17971,-0.14,-0.63,9.43,27.46
17988,-0.14,-0.64,9.44,27.56
18003,-0.14,-0.64,9.42,27.55
18021,-0.14,-0.63,9.43,27.46
18038,-0.14,-0.64,9.40,27.56
18055,-0.15,-0.63,9.44,27.44
18071,-0.14,-0.66,9.42,27.56
18089,-0.14,-0.63,9.44,27.56
18105,-0.16,-0.62,9.45,27.46
18121,-0.14,-0.63,9.40,27.56
18140,-0.17,-0.63,9.42,27.46
18155,-0.14,-0.63,9.44,27.44
18171,-0.15,-0.66,9.42,27.56
18190,-0.16,-0.67,9.40,27.44
18205,-0.13,-0.63,9.43,27.46
18223,-0.11,-0.63,9.43,27.56
18240,-0.14,-0.63,9.44,27.46
18255,-0.16,-0.62,9.44,27.44
18273,-0.15,-0.64,9.45,27.46
18290,-0.14,-0.63,9.45,27.46
18306,-0.12,-0.63,9.46,27.56
18323,-0.15,-0.63,9.43,27.46
18340,-0.13,-0.66,9.40,27.46
18356,-0.16,-0.63,9.44,27.56
18373,-0.14,-0.66,9.43,27.46
18391,-0.15,-0.64,9.42,27.46
18406,-0.14,-0.63,9.44,27.56
18423,-0.16,-0.64,9.47,27.44
18441,-0.15,-0.62,9.38,27.56
18457,-0.14,-0.64,9.44,27.44
18473,-0.13,-0.64,9.43,27.46
18492,-0.14,-0.64,9.44,27.56
18507,-0.13,-0.62,9.45,27.44
18524,-0.12,-0.62,9.46,27.56
18542,-0.14,-0.63,9.42,27.44
18557,-0.14,-0.65,9.47,27.46
18574,-0.12,-0.65,9.45,27.55
18592,-0.14,-0.62,9.42,27.46
18608,-0.14,-0.63,9.45,27.46
18625,-0.16,-0.64,9.49,27.56
18642,-0.16,-0.66,9.42,27.44
18658,-0.15,-0.63,9.45,27.46
18675,-0.13,-0.63,9.45,27.46
18693,-0.12,-0.64,9.40,27.46
18708,-0.14,-0.61,9.41,27.56
18725,-0.13,-0.62,9.42,27.46
18743,-0.16,-0.63,9.41,27.44
18758,-0.15,-0.63,9.45,27.56
18776,-0.14,-0.64,9.44,27.44
18793,-0.14,-0.61,9.44,27.46
18808,-0.15,-0.61,9.43,27.56
18826,-0.14,-0.60,9.42,27.44
18843,-0.15,-0.62,9.44,27.56
18860,-0.15,-0.63,9.43,27.55
18876,-0.15,-0.64,9.43,27.46
18893,-0.14,-0.63,9.42,27.56
18910,-0.13,-0.61,9.44,27.46
18926,-0.15,-0.63,9.41,27.56
18945,-0.14,-0.62,9.46,27.56
18960,-0.13,-0.63,9.44,27.46
18976,-0.15,-0.63,9.42,27.56
18995,-0.16,-0.63,9.41,27.46
19010,-0.13,-0.63,9.42,27.46
19027,-0.13,-0.62,9.44,27.56
19045,-0.15,-0.62,9.42,27.46
19060,-0.14,-0.64,9.44,27.46
19078,-0.16,-0.64,9.41,27.46
19095,-0.14,-0.62,9.39,27.46
19110,-0.15,-0.66,9.43,27.56
19128,-0.14,-0.61,9.45,27.46
19145,-0.14,-0.63,9.39,27.44
19161,-0.14,-0.64,9.42,27.56
19178,-0.13,-0.65,9.43,27.46
19195,-0.15,-0.64,9.43,27.44
19211,-0.15,-0.65,9.41,27.56
19228,-0.16,-0.63,9.43,27.44
19246,-0.16,-0.63,9.42,27.56
19262,-0.12,-0.64,9.46,27.56
19278,-0.16,-0.64,9.42,27.46
19296,-0.12,-0.63,9.42,27.55
19312,-0.15,-0.63,9.46,27.46
19329,-0.15,-0.63,9.44,27.56
19347,-0.13,-0.65,9.41,27.56
19362,-0.14,-0.64,9.43,27.46
19379,-0.14,-0.63,9.44,27.55
19397,-0.13,-0.61,9.41,27.46
19412,-0.15,-0.62,9.44,27.46
19430,-0.14,-0.62,9.43,27.56
19447,-0.14,-0.62,9.42,27.46
19463,-0.14,-0.63,9.42,27.46
19480,-0.12,-0.61,9.45,27.46
19497,-0.16,-0.64,9.46,27.46
19513,-0.16,-0.61,9.47,27.56
19530,-0.14,-0.63,9.45,27.46
19548,-0.13,-0.60,9.42,27.46
19563,-0.14,-0.64,9.44,27.56
19580,-0.12,-0.62,9.43,27.46
19598,-0.14,-0.63,9.41,27.56
19614,-0.15,-0.61,9.43,27.56
19631,-0.14,-0.63,9.43,27.46
19648,-0.14,-0.61,9.42,27.56
19664,-0.15,-0.63,9.42,27.46
19681,-0.16,-0.64,9.42,27.46
19699,-0.11,-0.61,9.42,27.56
19715,-0.14,-0.62,9.45,27.44
19731,-0.13,-0.63,9.45,27.56
19749,-0.16,-0.61,9.41,27.56
19765,-0.14,-0.62,9.44,27.44
19781,-0.13,-0.62,9.45,27.56
19800,-0.13,-0.64,9.45,27.44
19815,-0.14,-0.64,9.42,27.46
19832,-0.13,-0.63,9.46,27.55
19850,-0.14,-0.61,9.44,27.46
19865,-0.15,-0.61,9.45,27.46
19883,-0.15,-0.62,9.43,27.48
19900,-0.13,-0.62,9.42,27.46
19915,-0.15,-0.65,9.42,27.56
19933,-0.14,-0.65,9.44,27.44
19950,-0.16,-0.64,9.41,27.46
19965,-0.14,-0.61,9.44,27.56
19983,-0.14,-0.63,9.45,27.46
20000,-0.15,-0.63,9.43,27.56
20017,-0.16,-0.62,9.45,27.56
20033,-0.14,-0.62,9.40,27.44
20050,-0.16,-0.63,9.42,27.56
20067,-0.15,-0.64,9.47,27.46
20083,-0.14,-0.62,9.44,27.46
20101,-0.14,-0.63,9.39,27.56
20117,-0.14,-0.64,9.45,27.46
20133,-0.15,-0.63,9.44,27.55
20152,-0.14,-0.66,9.40,27.56
20167,-0.14,-0.63,9.44,27.44
20184,-0.12,-0.64,9.47,27.56
20202,-0.13,-0.62,9.38,27.44
20217,-0.13,-0.63,9.46,27.46
20235,-0.13,-0.62,9.44,27.56
20252,-0.14,-0.62,9.42,27.46
20268,-0.15,-0.61,9.40,27.44
20285,-0.13,-0.61,9.43,27.46
20302,-0.15,-0.63,9.45,27.46
20318,-0.13,-0.63,9.43,27.56
20335,-0.15,-0.63,9.45,27.46
20353,-0.14,-0.62,9.43,27.46
20368,-0.12,-0.64,9.44,27.56
20385,-0.14,-0.63,9.43,27.46
20403,-0.13,-0.63,9.43,27.56
20419,-0.14,-0.67,9.42,27.56
20435,-0.14,-0.64,9.44,27.46
20453,-0.15,-0.62,9.46,27.56
20469,-0.14,-0.61,9.43,27.46
20486,-0.13,-0.62,9.44,27.46
20503,-0.15,-0.62,9.43,27.56
20519,-0.14,-0.62,9.45,27.46
20536,-0.13,-0.62,9.42,27.56
20554,-0.13,-0.66,9.41,27.56
20570,-0.12,-0.64,9.45,27.46
20586,-0.12,-0.61,9.44,27.56
20604,-0.12,-0.64,9.43,27.46
20620,-0.15,-0.62,9.40,27.46
20637,-0.13,-0.64,9.42,27.56
20655,-0.14,-0.65,9.43,27.46
20670,-0.16,-0.64,9.43,27.46
20687,-0.13,-0.64,9.42,27.46
20705,-0.15,-0.61,9.43,27.46
20720,-0.17,-0.64,9.43,27.56
20738,-0.13,-0.62,9.45,27.46
20755,-0.17,-0.64,9.38,27.46
20770,-0.15,-0.64,9.46,27.56
20788,-0.15,-0.64,9.40,27.46
20805,-0.16,-0.64,9.39,27.56
20822,-0.14,-0.62,9.44,27.56
20838,-0.15,-0.64,9.45,27.46
20855,-0.15,-0.64,9.41,27.56
20872,-0.13,-0.62,9.46,27.46
20888,-0.14,-0.63,9.44,27.55
20905,-0.16,-0.62,9.42,27.56
20922,-0.16,-0.64,9.43,27.46
20938,-0.13,-0.64,9.41,27.56
20957,-0.14,-0.61,9.45,27.46
20972,-0.13,-0.63,9.40,27.46
20988,-0.14,-0.65,9.43,27.56
21007,-0.14,-0.64,9.43,27.44
21022,-0.14,-0.66,9.44,27.44
21040,-0.15,-0.63,9.44,27.56
21057,-0.15,-0.62,9.42,27.46
21072,-0.15,-0.63,9.42,27.46
21090,-0.14,-0.65,9.46,27.56
21107,-0.14,-0.64,9.42,27.46
21123,-0.14,-0.64,9.45,27.46
21140,-0.12,-0.65,9.44,27.46
21157,-0.15,-0.62,9.41,27.46
21173,-0.15,-0.62,9.44,27.56
21190,-0.15,-0.63,9.45,27.46
21208,-0.14,-0.65,9.44,27.55
21224,-0.13,-0.63,9.41,27.56
21240,-0.15,-0.62,9.43,27.44
21258,-0.14,-0.64,9.42,27.56
21274,-0.15,-0.63,9.42,27.46
21291,-0.13,-0.64,9.44,27.46
21309,-0.14,-0.63,9.41,27.56
21324,-0.14,-0.60,9.43,27.46
21341,-0.14,-0.64,9.42,27.55
21359,-0.14,-0.66,9.42,27.56
21374,-0.13,-0.63,9.44,27.44
21391,-0.15,-0.63,9.41,27.56
21409,-0.14,-0.61,9.40,27.46
21425,-0.14,-0.65,9.43,27.46
21442,-0.14,-0.66,9.45,27.56
21459,-0.14,-0.61,9.43,27.46
21475,-0.14,-0.64,9.41,27.46
21492,-0.13,-0.62,9.44,27.46
21510,-0.15,-0.63,9.43,27.46
21525,-0.14,-0.61,9.46,27.56
21542,-0.16,-0.63,9.43,27.44
21560,-0.15,-0.64,9.41,27.44
21575,-0.15,-0.63,9.47,27.55
21593,-0.15,-0.63,9.44,27.46
21610,-0.14,-0.64,9.41,27.46
21625,-0.15,-0.63,9.44,27.55
21643,-0.14,-0.65,9.43,27.46
21660,-0.13,-0.65,9.42,27.56
21677,-0.15,-0.64,9.43,27.56
21693,-0.15,-0.63,9.47,27.44
21710,-0.15,-0.63,9.41,27.56
21727,-0.15,-0.63,9.44,27.44
21743,-0.14,-0.61,9.44,27.55
21762,-0.12,-0.62,9.43,27.55
21777,-0.15,-0.65,9.42,27.44
21793,-0.13,-0.62,9.46,27.56
21812,-0.15,-0.64,9.43,27.46
21827,-0.15,-0.61,9.43,27.46
21844,-0.15,-0.62,9.43,27.55
21862,-0.15,-0.62,9.43,27.44
21877,-0.16,-0.63,9.46,27.44
21895,-0.15,-0.63,9.46,27.55
21912,-0.16,-0.65,9.44,27.44
21927,-0.14,-0.65,9.45,27.44
21945,-0.16,-0.62,9.42,27.46
21962,-0.15,-0.63,9.42,27.44
21978,-0.15,-0.64,9.44,27.56
21995,-0.12,-0.64,9.45,27.46
22012,-0.14,-0.62,9.41,27.56
22028,-0.14,-0.63,9.44,27.55
22045,-0.14,-0.64,9.43,27.44
22063,-0.14,-0.60,9.43,27.55
22079,-0.14,-0.64,9.44,27.55
22095,-0.14,-0.63,9.45,27.46
22113,-0.14,-0.60,9.44,27.56
22129,-0.15,-0.63,9.42,27.44
22146,-0.14,-0.60,9.43,27.56
22164,-0.15,-0.63,9.46,27.56
22179,-0.13,-0.64,9.45,27.44
22196,-0.13,-0.61,9.42,27.55
22214,-0.12,-0.61,9.42,27.44
22230,-0.14,-0.62,9.44,27.44
22247,-0.14,-0.66,9.47,27.56
22264,-0.16,-0.64,9.44,27.44
22280,-0.14,-0.63,9.44,27.44
22297,-0.14,-0.62,9.42,27.55
22315,-0.14,-0.62,9.46,27.44
22330,-0.14,-0.64,9.46,27.55
22347,-0.15,-0.61,9.43,27.44
22365,-0.15,-0.63,9.43,27.46
22380,-0.14,-0.65,9.45,27.56
22397,-0.16,-0.65,9.46,27.44
22415,-0.14,-0.62,9.41,27.56
22430,-0.14,-0.64,9.44,27.56
22448,-0.14,-0.63,9.40,27.44
22465,-0.15,-0.63,9.44,27.55
22481,-0.14,-0.63,9.45,27.56
22498,-0.14,-0.65,9.42,27.46
22515,-0.13,-0.66,9.42,27.56
22532,-0.14,-0.64,9.43,27.46
22548,-0.15,-0.61,9.44,27.56
22566,-0.14,-0.62,9.40,27.55
22582,-0.15,-0.62,9.41,27.44
22598,-0.15,-0.63,9.46,27.55
22617,-0.12,-0.65,9.42,27.46
22632,-0.14,-0.64,9.46,27.44
22649,-0.15,-0.64,9.44,27.55
22667,-0.15,-0.62,9.42,27.46
22682,-0.14,-0.64,9.45,27.46
22700,-0.12,-0.65,9.41,27.55
22717,-0.14,-0.63,9.43,27.46
22732,-0.14,-0.61,9.41,27.56
22750,-0.14,-0.64,9.45,27.44
22767,-0.16,-0.62,9.42,27.46
22782,-0.13,-0.64,9.44,27.56
22800,-0.15,-0.64,9.43,27.44
22817,-0.13,-0.63,9.42,27.44
22833,-0.15,-0.61,9.42,27.56
22850,-0.14,-0.64,9.41,27.46
22867,-0.15,-0.62,9.40,27.56
22884,-0.14,-0.64,9.44,27.56
22900,-0.15,-0.63,9.43,27.44
22918,-0.15,-0.61,9.45,27.55
22934,-0.15,-0.64,9.46,27.44
22950,-0.13,-0.61,9.48,27.56
22969,-0.15,-0.65,9.45,27.55
22984,-0.16,-0.64,9.42,27.46
23001,-0.15,-0.63,9.45,27.56
23019,-0.14,-0.63,9.41,27.46
23034,-0.15,-0.63,9.46,27.46
23052,-0.13,-0.63,9.41,27.56
23069,-0.13,-0.61,9.42,27.46
23085,-0.15,-0.62,9.43,27.44
23102,-0.12,-0.65,9.46,27.55
23119,-0.13,-0.63,9.44,27.44
23135,-0.15,-0.63,9.45,27.55
23152,-0.17,-0.64,9.42,27.46
23170,-0.14,-0.62,9.42,27.46
23185,-0.16,-0.63,9.43,27.55
23202,-0.15,-0.63,9.40,27.44
23220,-0.14,-0.63,9.41,27.46
23235,-0.15,-0.63,9.46,27.55
23252,-0.14,-0.62,9.45,27.44
23270,-0.13,-0.65,9.43,27.56
23286,-0.14,-0.63,9.43,27.55
23303,-0.15,-0.62,9.42,27.46
23320,-0.15,-0.65,9.42,27.55
23336,-0.14,-0.64,9.46,27.46
23353,-0.15,-0.64,9.43,27.56
23371,-0.14,-0.62,9.41,27.56
23387,-0.15,-0.64,9.40,27.44
23403,-0.15,-0.63,9.44,27.55
23421,-0.13,-0.64,9.40,27.46
23437,-0.15,-0.62,9.43,27.46
23454,-0.16,-0.62,9.44,27.56
23472,-0.14,-0.65,9.44,27.44
23487,-0.12,-0.63,9.43,27.44
23504,-0.13,-0.65,9.42,27.46
23522,-0.16,-0.65,9.41,27.46
23537,-0.14,-0.63,9.43,27.56
23555,-0.11,-0.62,9.43,27.46
23572,-0.14,-0.63,9.41,27.46
23587,-0.13,-0.64,9.45,27.56
23605,-0.16,-0.61,9.42,27.46
23622,-0.15,-0.63,9.41,27.44
23638,-0.15,-0.64,9.43,27.55
23655,-0.14,-0.64,9.46,27.46
23672,-0.13,-0.62,9.42,27.56
23689,-0.14,-0.62,9.45,27.55
23705,-0.13,-0.62,9.43,27.46
23723,-0.16,-0.64,9.41,27.56
23739,-0.14,-0.63,9.43,27.46
23755,-0.15,-0.62,9.44,27.56
23774,-0.15,-0.63,9.42,27.55
23789,-0.14,-0.60,9.42,27.44
23805,-0.16,-0.64,9.44,27.55
23824,-0.14,-0.64,9.43,27.46
23839,-0.13,-0.64,9.44,27.46
23857,-0.14,-0.62,9.44,27.55
23874,-0.13,-0.63,9.42,27.46
23889,-0.14,-0.63,9.42,27.44
23907,-0.15,-0.64,9.43,27.44
23924,-0.16,-0.61,9.43,27.44
23940,-0.16,-0.63,9.46,27.55
23957,-0.13,-0.60,9.43,27.44
23974,-0.14,-0.64,9.43,27.46
23990,-0.18,-0.64,9.43,27.56
