2370,-0.07,-0.37,9.46,-55.08,4.76,-114.52,-377.84,27.96,-768.10,0.00,-0.31,0.00
2486,-0.08,-0.39,9.46,-102.12,3.17,-212.01,-368.66,-5.81,-764.49,0.13,-0.13,-0.06
2601,-0.14,-0.40,9.39,-143.03,2.75,-294.45,-374.86,0.38,-761.60,0.06,-0.25,-0.13
2717,-0.06,-0.39,9.44,-176.40,2.88,-366.36,-365.51,3.62,-773.82,0.00,-0.31,-0.19
2833,-0.08,-0.40,9.47,-204.75,5.25,-426.61,-365.42,18.67,-768.03,-0.06,0.06,-0.19
2949,-0.09,-0.39,9.41,-230.25,8.65,-476.88,-374.71,27.94,-761.75,-0.25,-0.31,-0.06
3064,-0.07,-0.35,9.45,-253.27,6.94,-520.10,-383.72,-2.77,-765.02,0.13,-0.13,0.00
3180,-0.11,-0.37,9.42,-270.06,13.30,-556.88,-365.25,49.34,-765.27,-0.38,-0.25,-0.06
3297,-0.10,-0.37,9.46,-284.84,12.70,-588.98,-368.59,9.31,-770.92,-0.25,-0.31,0.00
3412,-0.10,-0.42,9.46,-298.79,15.45,-614.46,-377.81,31.03,-758.84,-0.13,-0.19,-0.13
3529,-0.09,-0.42,9.43,-308.36,7.66,-637.01,-362.59,-36.46,-764.81,-0.13,-0.31,-0.25
3645,-0.07,-0.38,9.45,-316.92,8.84,-656.22,-365.43,15.53,-765.09,-0.44,-0.31,-0.25
3762,-0.09,-0.36,9.41,-326.05,12.56,-671.62,-377.80,33.63,-758.85,-0.13,-0.38,-0.19
3877,-0.08,-0.35,9.40,-332.42,13.48,-686.52,-368.54,18.67,-770.97,-0.13,-0.31,0.06
3994,-0.11,-0.39,9.43,-338.79,12.37,-697.79,-374.83,6.10,-761.63,-0.13,-0.25,-0.06
4110,-0.08,-0.41,9.45,-342.32,12.38,-707.37,-362.32,12.41,-761.65,0.06,-0.19,-0.13
4226,-0.08,-0.40,9.45,-345.78,12.38,-715.07,-365.43,12.37,-758.72,-0.06,-0.06,-0.13
4341,-0.08,-0.36,9.41,-347.82,8.25,-722.55,-359.35,-15.12,-764.91,-0.19,-0.25,-0.25
4458,-0.07,-0.37,9.43,-351.38,12.07,-729.38,-371.57,33.72,-768.13,-0.31,-0.31,-0.13
4575,-0.10,-0.38,9.42,-353.96,11.65,-734.22,-368.57,9.25,-761.64,0.19,0.13,-0.06
4690,-0.06,-0.39,9.42,-357.08,12.22,-738.34,-374.78,15.46,-761.68,-0.06,-0.13,-0.06
4806,-0.09,-0.40,9.45,-359.28,11.31,-741.83,-371.71,6.12,-761.63,-0.50,0.00,-0.31
4922,-0.09,-0.38,9.46,-362.55,10.52,-745.76,-381.08,6.10,-767.99,-0.38,-0.31,-0.25
5038,-0.12,-0.37,9.42,-362.98,10.34,-748.14,-365.46,9.27,-761.63,-0.13,-0.06,-0.13
5154,-0.08,-0.37,9.41,-363.82,10.65,-750.68,-368.56,12.39,-765.08,-0.25,-0.31,-0.13
5270,-0.09,-0.38,9.44,-364.99,11.84,-752.33,-371.64,18.60,-761.69,-0.13,0.06,-0.06
5386,-0.09,-0.38,9.45,-365.55,7.78,-753.71,-368.71,-15.19,-761.51,-0.19,-0.13,-0.19
5502,-0.07,-0.38,9.43,-367.88,8.00,-755.41,-381.06,9.21,-765.08,-0.13,-0.13,-0.13
5618,-0.08,-0.38,9.41,-368.47,4.05,-756.84,-371.85,-18.31,-764.92,0.00,-0.25,-0.13
5734,-0.10,-0.39,9.43,-368.03,2.58,-758.50,-365.55,-5.78,-767.90,-0.13,-0.13,0.00
5851,-0.08,-0.37,9.46,-368.57,5.45,-759.05,-371.63,21.72,-762.20,-0.25,-0.19,-0.19
5966,-0.08,-0.37,9.44,-369.07,1.41,-759.49,-371.86,-21.45,-761.97,-0.13,-0.06,-0.19
6083,-0.08,-0.37,9.43,-368.52,3.06,-759.38,-365.43,12.37,-758.72,-0.06,-0.25,-0.19
6199,-0.11,-0.39,9.43,-368.51,7.27,-760.69,-368.47,31.13,-768.11,-0.13,-0.19,-0.13
6315,-0.10,-0.37,9.43,-366.66,6.73,-763.17,-356.15,3.69,-777.22,-0.06,-0.06,-0.38
6430,-0.07,-0.38,9.42,-367.40,8.98,-762.07,-371.62,21.69,-755.85,-0.25,-0.06,-0.19
6546,-0.10,-0.37,9.42,-367.11,9.96,-762.96,-365.43,15.55,-768.02,-0.25,-0.38,-0.13
6663,-0.08,-0.38,9.45,-366.40,8.54,-763.71,-362.39,0.48,-767.93,-0.31,-0.38,-0.06
6779,-0.10,-0.38,9.44,-368.16,4.04,-764.40,-378.11,-21.44,-768.33,-0.25,-0.25,-0.19
6895,-0.09,-0.38,9.42,-367.28,6.24,-765.90,-362.31,18.72,-774.38,-0.38,-0.19,-0.19
7012,-0.11,-0.39,9.44,-368.40,8.57,-766.22,-374.76,21.74,-768.07,0.00,-0.38,-0.13
7128,-0.09,-0.39,9.41,-368.91,5.94,-766.47,-371.80,-8.93,-767.90,-0.19,-0.06,-0.19
7243,-0.10,-0.39,9.44,-372.07,5.10,-767.14,-389.95,0.35,-770.91,-0.19,0.00,-0.25
7359,-0.08,-0.37,9.42,-372.49,4.40,-766.82,-374.87,0.40,-765.02,-0.13,-0.25,-0.13
7475,-0.10,-0.39,9.46,-371.43,5.13,-765.60,-365.45,9.25,-758.70,-0.13,-0.38,-0.19
7590,-0.09,-0.39,9.43,-373.27,4.88,-765.96,-383.69,3.49,-767.98,-0.19,-0.06,-0.19
7706,-0.11,-0.39,9.45,-374.44,6.00,-766.27,-381.05,12.34,-768.03,-0.06,-0.19,-0.06
7823,-0.09,-0.38,9.44,-374.97,5.63,-766.09,-377.97,3.50,-765.04,-0.13,0.00,-0.19
7939,-0.10,-0.38,9.40,-375.40,9.44,-765.95,-377.82,31.07,-765.19,0.06,-0.25,-0.25
8054,-0.10,-0.38,9.43,-374.86,6.68,-765.80,-371.80,-8.95,-764.97,-0.31,-0.38,-0.13
8170,-0.11,-0.38,9.46,-376.16,9.40,-765.71,-383.58,24.80,-765.17,-0.13,-0.13,-0.19
8287,-0.08,-0.38,9.46,-374.54,12.66,-766.07,-365.35,31.15,-768.10,-0.06,-0.19,-0.13
8402,-0.07,-0.38,9.45,-374.10,14.50,-766.88,-371.63,24.90,-771.50,-0.13,-0.19,-0.19
8518,-0.09,-0.39,9.45,-374.68,13.71,-767.49,-377.95,9.26,-770.94,-0.31,-0.31,-0.13
8635,-0.07,-0.39,9.44,-374.69,14.45,-767.13,-374.77,18.60,-765.12,-0.13,-0.38,-0.19
8751,-0.08,-0.38,9.42,-376.03,15.53,-766.84,-383.59,21.67,-765.15,-0.25,-0.31,-0.19
8867,-0.10,-0.39,9.44,-374.90,17.87,-767.03,-368.47,31.13,-768.11,-0.06,-0.06,-0.19
8983,-0.09,-0.40,9.44,-373.95,16.58,-766.73,-368.58,9.27,-765.06,-0.31,-0.31,-0.19
9100,-0.08,-0.38,9.43,-374.06,18.29,-766.94,-374.72,27.98,-768.10,-0.19,-0.25,-0.19
9216,-0.08,-0.39,9.40,-373.70,18.80,-766.15,-371.63,21.72,-761.71,-0.25,-0.25,-0.19
9332,-0.09,-0.39,9.46,-373.86,18.31,-766.00,-374.79,15.48,-765.10,-0.38,-0.44,-0.13
9448,-0.08,-0.38,9.41,-373.55,14.69,-765.84,-371.78,-5.83,-764.98,-0.06,-0.13,-0.13
9564,-0.09,-0.38,9.42,-374.23,10.68,-767.03,-378.07,-12.05,-773.75,-0.13,-0.13,-0.19
9680,-0.10,-0.39,9.43,-371.98,10.47,-766.73,-359.22,9.32,-765.04,-0.13,-0.19,-0.06
9796,-0.09,-0.38,9.43,-371.00,11.24,-767.36,-365.44,15.56,-770.95,0.06,-0.13,-0.13
9912,-0.08,-0.38,9.44,-370.64,10.47,-766.50,-368.59,6.13,-761.62,-0.31,-0.31,-0.13
10029,-0.11,-0.38,9.44,-370.80,8.96,-765.84,-371.74,0.40,-762.09,-0.06,-0.19,-0.13
10144,-0.10,-0.38,9.43,-369.06,10.43,-767.05,-359.19,18.73,-773.89,-0.13,0.06,-0.13
10260,-0.09,-0.37,9.43,-369.92,10.73,-768.59,-374.82,12.43,-777.30,-0.13,-0.13,-0.25
10377,-0.09,-0.38,9.45,-369.70,14.64,-768.08,-368.43,36.84,-765.21,-0.44,-0.19,-0.13
10493,-0.08,-0.39,9.41,-369.98,17.11,-768.08,-371.59,31.12,-768.11,0.00,0.00,-0.19
10609,-0.08,-0.37,9.41,-368.82,19.22,-768.09,-362.23,31.17,-768.10,-0.13,-0.06,-0.31
10725,-0.10,-0.39,9.43,-370.66,17.73,-768.51,-381.07,9.24,-770.94,0.00,-0.25,-0.13
10841,-0.09,-0.39,9.45,-373.07,17.85,-769.40,-386.74,18.59,-774.42,0.00,-0.06,-0.06
10957,-0.09,-0.39,9.45,-375.13,17.03,-769.63,-386.77,12.33,-770.97,-0.19,-0.13,-0.19
11074,-0.10,-0.38,9.43,-375.09,13.60,-769.82,-374.91,-5.81,-770.85,0.00,-0.19,-0.13
11190,-0.08,-0.38,9.43,-374.61,8.81,-768.57,-371.84,-18.33,-761.50,-0.13,-0.13,-0.31
11305,-0.09,-0.38,9.43,-374.20,2.94,-767.06,-371.90,-30.31,-758.50,-0.25,-0.13,-0.06
11421,-0.10,-0.38,9.42,-376.56,3.02,-766.32,-389.92,3.42,-762.13,-0.06,-0.13,-0.19
11538,-0.09,-0.37,9.42,-375.83,4.42,-766.57,-371.69,12.39,-768.01,-0.19,-0.31,0.00
11654,-0.08,-0.37,9.43,-375.68,4.67,-765.83,-374.83,6.10,-761.63,0.00,-0.25,0.00
11769,-0.08,-0.37,9.44,-375.53,8.64,-766.25,-374.71,31.10,-768.60,-0.19,-0.31,-0.13
11885,-0.09,-0.38,9.46,-376.37,7.40,-766.51,-381.11,0.38,-767.96,-0.06,-0.25,-0.19
12002,-0.08,-0.37,9.43,-375.22,4.95,-766.27,-368.68,-8.93,-764.96,-0.19,-0.25,-0.06
12119,-0.10,-0.38,9.46,-375.17,3.80,-766.96,-374.89,-2.69,-770.87,0.13,0.19,-0.13
12234,-0.08,-0.39,9.45,-375.14,0.96,-767.10,-374.96,-15.19,-767.87,-0.31,-0.13,0.06
12350,-0.08,-0.38,9.44,-373.67,5.02,-767.69,-365.37,28.05,-771.02,0.06,-0.13,-0.13
12467,-0.10,-0.39,9.41,-372.89,8.94,-768.19,-368.47,31.15,-771.04,0.00,-0.06,-0.13
12582,-0.08,-0.38,9.44,-373.16,12.65,-767.74,-374.69,33.68,-765.20,-0.06,-0.19,-0.19
12698,-0.09,-0.38,9.45,-371.54,11.69,-768.21,-362.37,6.22,-770.89,0.00,-0.13,-0.06
12814,-0.10,-0.37,9.42,-374.30,10.84,-768.18,-389.92,6.06,-768.01,-0.25,-0.31,-0.13
12931,-0.09,-0.39,9.42,-374.38,10.60,-768.16,-374.82,9.26,-768.00,-0.06,-0.06,-0.25
13046,-0.11,-0.39,9.42,-373.97,12.28,-768.14,-371.64,21.76,-768.06,-0.19,-0.06,-0.19
13163,-0.07,-0.37,9.45,-375.03,13.23,-769.52,-381.03,18.64,-777.34,0.13,0.00,-0.06
13279,-0.11,-0.39,9.41,-374.05,14.05,-770.18,-368.55,18.68,-773.90,-0.38,-0.06,-0.13
13394,-0.10,-0.39,9.45,-374.62,16.99,-769.43,-377.81,33.67,-765.20,-0.19,-0.19,-0.06
13511,-0.08,-0.38,9.46,-373.24,17.24,-768.78,-365.41,18.65,-765.10,-0.06,-0.13,-0.19
13628,-0.07,-0.38,9.42,-373.50,10.97,-768.20,-375.00,-24.57,-764.89,0.00,-0.19,-0.13
13745,-0.11,-0.38,9.43,-372.32,5.64,-767.19,-365.64,-24.54,-761.45,-0.31,-0.38,-0.06
13860,-0.08,-0.39,9.42,-371.75,8.53,-766.88,-368.50,24.88,-765.14,-0.38,-0.44,-0.13
