Timestamp,X,Y,Z
19-Feb-2021 16:03:53.148,0.034129,1.583707,9.24238
19-Feb-2021 16:03:53.249,-0.448916,1.170117,10.282268
19-Feb-2021 16:03:53.349,0.151335,1.337918,9.139245
19-Feb-2021 16:03:53.449,0.29818,1.445993,9.659263
19-Feb-2021 16:03:53.550,-0.097298,0.793051,10.141561
19-Feb-2021 16:03:53.650,0.195044,1.247356,9.653426
19-Feb-2021 16:03:53.750,0.338297,1.194067,9.907298
19-Feb-2021 16:03:53.850,0.756676,1.249003,9.664802
19-Feb-2021 16:03:53.951,0.432301,0.749042,9.441167
19-Feb-2021 16:03:54.051,-0.220342,1.377585,9.737102
19-Feb-2021 16:03:54.151,0.380509,0.883463,9.557026
19-Feb-2021 16:03:54.252,-0.186812,1.16353,10.168804
19-Feb-2021 16:03:54.352,1.368754,1.144969,9.339528
19-Feb-2021 16:03:54.452,0.777184,1.044378,9.807605
19-Feb-2021 16:03:54.553,0.648601,1.256337,9.746083
19-Feb-2021 16:03:54.653,1.126408,1.062041,9.32935
19-Feb-2021 16:03:54.753,0.489183,0.86056,10.030491
19-Feb-2021 16:03:54.854,-0.347278,0.003892,10.076296
19-Feb-2021 16:03:54.954,0.828228,0.980611,9.634565
19-Feb-2021 16:03:55.054,0.739462,0.546514,9.830058
19-Feb-2021 16:03:55.154,1.135389,1.311124,9.734407
19-Feb-2021 16:03:55.255,1.107397,1.271456,9.595945
19-Feb-2021 16:03:55.355,0.497565,0.049547,9.974807
19-Feb-2021 16:03:55.455,0.602347,-0.228874,9.899065
19-Feb-2021 16:03:55.556,0.89424,-0.422721,10.238559
19-Feb-2021 16:03:55.656,0.27393,-0.924328,10.058633
19-Feb-2021 16:03:55.756,0.752934,-0.916843,9.379346
19-Feb-2021 16:03:55.857,1.483715,0.187111,9.331894
19-Feb-2021 16:03:55.957,1.935775,-0.066013,9.342073
19-Feb-2021 16:03:56.057,1.355731,-0.17304,9.402847
19-Feb-2021 16:03:56.158,1.67846,-0.510588,9.421857
19-Feb-2021 16:03:56.258,1.332679,0.14415,9.120983
19-Feb-2021 16:03:56.358,1.496139,0.085921,10.782977
19-Feb-2021 16:03:56.459,0.501008,0.562979,9.959838
19-Feb-2021 16:03:56.559,0.660726,0.209115,9.72812
19-Feb-2021 16:03:56.659,0.237855,0.195643,9.348959
19-Feb-2021 16:03:56.759,0.314047,0.5528,9.826466
19-Feb-2021 16:03:56.860,0.183518,0.489632,10.011032
19-Feb-2021 16:03:56.960,0.246986,0.800685,9.709858
19-Feb-2021 16:03:57.060,0.483046,0.847987,9.843231
19-Feb-2021 16:03:57.161,0.310305,-0.424218,9.568402
19-Feb-2021 16:03:57.261,0.487087,-0.426313,9.902208
19-Feb-2021 16:03:57.361,0.421673,0.465233,9.635014
19-Feb-2021 16:03:57.462,0.116458,1.304537,9.95924
19-Feb-2021 16:03:57.562,0.48065,1.172661,9.494007
19-Feb-2021 16:03:57.662,-0.622555,0.75503,10.032587
19-Feb-2021 16:03:57.763,0.588127,1.872606,9.701027
19-Feb-2021 16:03:57.863,-0.521216,1.831591,9.873019
19-Feb-2021 16:03:57.963,-0.042811,1.1782,9.868229
19-Feb-2021 16:03:58.063,-0.509989,0.586031,9.145831
19-Feb-2021 16:03:58.164,-0.598605,-0.500559,9.162147
19-Feb-2021 16:03:58.264,0.53364,0.693358,9.812994
19-Feb-2021 16:03:58.364,-0.222887,1.188079,9.974508
19-Feb-2021 16:03:58.465,-0.112416,0.787662,10.402169
19-Feb-2021 16:03:58.565,-0.613275,1.232687,9.880952
19-Feb-2021 16:03:58.665,-0.587379,0.849783,9.590556
19-Feb-2021 16:03:58.766,-0.101639,0.846789,9.66076
19-Feb-2021 16:03:58.866,-1.339864,0.410896,9.769135
19-Feb-2021 16:03:58.966,-0.35102,0.487237,9.749825
19-Feb-2021 16:03:59.067,0.721799,-0.674497,9.202264
19-Feb-2021 16:03:59.167,-0.952469,0.620909,9.703422
19-Feb-2021 16:03:59.267,-1.648522,0.452659,9.541608
19-Feb-2021 16:03:59.367,-0.940644,0.334405,10.4113
19-Feb-2021 16:03:59.468,-0.878373,0.09595,9.880653
19-Feb-2021 16:03:59.568,-3.387156,2.363585,10.950329
19-Feb-2021 16:03:59.668,0.018112,2.414329,8.909922
19-Feb-2021 16:03:59.769,-0.637524,3.985462,10.018067
19-Feb-2021 16:03:59.869,-0.771645,4.733457,9.992171
19-Feb-2021 16:03:59.969,0.752036,5.030589,6.744674
19-Feb-2021 16:04:00.070,0.97118,6.588998,6.583909
19-Feb-2021 16:04:00.170,0.248932,6.50158,7.611671
19-Feb-2021 16:04:00.270,0.203876,9.924212,5.573061
19-Feb-2021 16:04:00.371,0.383802,8.947045,6.645431
19-Feb-2021 16:04:00.471,0.493973,9.917477,3.435206
19-Feb-2021 16:04:00.571,-0.11047,10.318044,1.026715
19-Feb-2021 16:04:00.672,-0.596809,10.028995,0.395927
19-Feb-2021 16:04:00.772,-0.202229,10.591674,-1.387764
19-Feb-2021 16:04:00.872,-0.292192,10.217602,-3.373684
19-Feb-2021 16:04:00.972,0.047451,9.124875,-6.100863
19-Feb-2021 16:04:01.073,0.223635,6.471492,-7.569609
19-Feb-2021 16:04:01.173,1.487607,0.470172,-8.100405
19-Feb-2021 16:04:01.273,1.293161,-3.301834,-8.029004
19-Feb-2021 16:04:01.374,0.546663,-3.468886,-9.070687
19-Feb-2021 16:04:01.474,0.855022,-5.954617,-7.612121
19-Feb-2021 16:04:01.574,0.761766,-8.678952,-6.08814
19-Feb-2021 16:04:01.675,0.021106,-9.282647,-4.095633
19-Feb-2021 16:04:01.775,0.226479,-10.258617,-1.645528
19-Feb-2021 16:04:01.875,0.098944,-10.03124,-0.088616
19-Feb-2021 16:04:01.976,1.288521,-8.69931,6.154901
19-Feb-2021 16:04:02.076,0.149539,-8.825946,3.955974
19-Feb-2021 16:04:02.176,0.154628,-6.625073,5.170847
19-Feb-2021 16:04:02.276,-0.205373,-6.776259,8.844657
19-Feb-2021 16:04:02.377,-0.755928,-5.330864,9.470057
19-Feb-2021 16:04:02.468,-0.486488,-3.692222,9.794283
19-Feb-2021 16:04:02.569,-0.988245,-1.467997,10.635384
19-Feb-2021 16:04:02.669,-0.618514,-1.55317,10.668914
19-Feb-2021 16:04:02.769,-0.025447,0.737666,9.607771
19-Feb-2021 16:04:02.870,0.333357,0.824935,9.154513
19-Feb-2021 16:04:02.970,-0.273481,2.294129,8.978329
19-Feb-2021 16:04:03.070,-0.464334,3.287613,8.961415
19-Feb-2021 16:04:03.191,-1.01968,4.949757,6.667734
19-Feb-2021 16:04:03.291,-2.104923,7.61706,6.529272
19-Feb-2021 16:04:03.391,-1.993704,8.083341,6.832691
19-Feb-2021 16:04:03.491,-1.502725,8.156389,5.604046
19-Feb-2021 16:04:03.592,-1.96212,10.01193,2.824626
19-Feb-2021 16:04:03.692,-2.506837,10.240056,0.532443
19-Feb-2021 16:04:03.792,4.472699,7.42965,2.492168
19-Feb-2021 16:04:03.893,-3.420387,9.206904,-1.972598
19-Feb-2021 16:04:03.993,0.825084,8.576116,-5.36679
19-Feb-2021 16:04:04.093,-1.179248,7.656428,-7.961195
19-Feb-2021 16:04:04.194,2.267335,6.636749,-8.140522
19-Feb-2021 16:04:04.294,0.817001,6.268814,-8.469238
19-Feb-2021 16:04:04.394,2.193239,3.658243,-10.68044
19-Feb-2021 16:04:04.495,2.634971,-1.117576,-9.745334
19-Feb-2021 16:04:04.595,2.920277,-1.69253,-9.325757
19-Feb-2021 16:04:04.695,2.303859,-4.150868,-8.309969
19-Feb-2021 16:04:04.796,1.882186,-8.155341,-6.451284
19-Feb-2021 16:04:04.896,1.806893,-9.513167,-5.076244
19-Feb-2021 16:04:04.996,1.719774,-9.595795,-4.229754
19-Feb-2021 16:04:05.096,2.132765,-8.657247,-2.312391
19-Feb-2021 16:04:05.197,3.171305,-9.107661,-2.941982
19-Feb-2021 16:04:05.297,0.862806,-8.894354,0.440235
19-Feb-2021 16:04:05.397,0.493524,-8.966354,3.9675
