Timestamp,latitude,longitude,altitude,speed,course,hacc
19-Feb-2021 16:03:56.135,62.47071,6.2118,13.899,0,0,65
19-Feb-2021 16:04:02.565,62.47071,6.21179,13.887,0,0,65
19-Feb-2021 16:04:09.033,62.47072,6.21184,13.881,0,0,65
